id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity
12249990,14012754,100,100.0,t,t,t,47.65589,-122.35656,3,1.0,0.0,2.0,118.0,2.0,1125.0,4.92,4.96,4.95,4.97,4.97,4.94,4.86,t,4,5,3,t,t,2,40,3169,0.97,0.57,1.54
12272813,66111007,100,100.0,t,t,t,47.67363,-122.3308,2,1.0,1.0,1.0,156.0,3.0,1125.0,4.97,4.97,4.99,4.99,4.99,4.96,4.9,t,1,5,3,t,t,2,51,2439,0.17,0.68,0.8500000000000001
12290286,48441443,100,44.0,f,t,t,47.61044,-122.31265,2,1.0,1.0,1.0,76.0,30.0,1125.0,3.5,3.75,3.0,4.5,4.0,4.5,3.25,f,5,4,2,f,t,2,9,2590,-1.14,0.68,-0.45999999999999985
12343805,4792476,100,75.0,t,t,f,47.69671,-122.28221,2,1.0,0.0,1.0,90.0,30.0,365.0,5.0,5.0,4.94,5.0,5.0,4.85,4.97,f,1,5,3,f,t,2,32,3610,-0.95,1.11,0.16000000000000014
12359179,66755146,0,0.0,f,t,t,47.57009,-122.39957,5,2.0,4.0,4.0,450.0,21.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,3,f,t,2,19,2434,-1.15,1.11,-0.039999999999999813
12379796,66909032,100,99.0,t,t,t,47.65473,-122.33831,2,1.0,1.0,1.0,99.0,30.0,150.0,4.9,5.0,4.95,5.0,4.9,4.9,4.93,f,4,4,3,f,t,2,31,2433,-0.89,1.11,0.22000000000000008
12423091,3394576,100,100.0,t,t,t,47.678871,-122.347534,5,2.0,2.0,3.0,322.0,30.0,1125.0,4.92,4.97,4.91,5.0,5.0,4.89,4.76,t,1,5,3,t,t,2,64,3757,-0.51,0.15,-0.36
12449616,12420261,0,0.0,f,t,t,47.57996,-122.29495,2,1.0,3.0,2.0,165.0,30.0,365.0,4.13,4.13,4.38,4.63,4.63,4.25,4.25,f,2,1,3,f,t,3,53,3215,-1.1,1.11,0.010000000000000009
12456183,67398398,100,100.0,f,t,t,47.71265,-122.30175,4,1.0,1.0,1.0,99.0,3.0,365.0,4.81,4.85,5.0,4.94,4.93,4.85,4.84,t,1,5,3,t,t,2,51,2430,-0.71,1.11,0.40000000000000013
12473960,14012754,100,100.0,t,t,t,47.65532,-122.35709,4,2.0,1.0,2.0,150.0,2.0,1125.0,4.93,4.95,4.93,4.97,4.97,4.93,4.81,t,4,5,3,t,t,2,42,3169,0.8,0.15,0.9500000000000001
12495116,119547328,0,0.0,f,t,f,47.67304,-122.32881,4,1.0,1.0,1.0,92.0,2.0,1125.0,4.95,4.96,4.97,4.98,4.96,4.95,4.93,f,1,1,3,t,t,2,48,2105,0.5,1.0,1.5
12497002,33610698,100,71.0,f,t,t,47.6503,-122.39383,6,1.0,2.0,3.0,98.0,30.0,1125.0,4.78,4.86,4.69,4.94,4.85,4.86,4.8,t,1,4,3,f,t,2,35,2764,-0.32,1.11,0.79
12518952,12677600,100,100.0,t,t,t,47.68243,-122.33086,4,1.0,2.0,6.0,200.0,3.0,1125.0,5.0,4.98,4.98,4.98,5.0,5.0,4.82,f,1,5,3,t,t,2,60,3207,-0.81,1.11,0.30000000000000004
12537842,39395381,0,100.0,f,t,f,47.64115,-122.3549,6,3.5,4.0,6.0,400.0,30.0,1125.0,5.0,5.0,4.88,5.0,5.0,5.0,5.0,f,1,1,3,f,t,3,66,2697,-1.11,1.11,0.0
12566321,41431186,100,100.0,t,t,t,47.56496,-122.40163,2,1.0,0.0,1.0,159.0,5.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.98,4.97,t,1,5,3,t,t,2,18,2675,0.16,0.79,0.9500000000000001
12573882,68186108,100,100.0,f,t,t,47.68001,-122.31103,4,1.0,2.0,2.0,136.0,3.0,1125.0,4.89,4.93,4.95,4.96,4.96,4.88,4.88,t,1,5,3,t,t,2,36,2424,0.8,0.57,1.37
12601662,68385710,100,100.0,t,t,t,47.65721,-122.36194,4,1.0,2.0,2.0,180.0,4.0,1125.0,4.95,4.96,4.97,4.95,4.97,4.95,4.84,t,1,5,3,t,t,2,56,2423,-0.56,1.0,0.43999999999999995
12632193,24363136,100,97.0,t,t,t,47.6237,-122.31889,2,1.0,1.0,1.0,118.0,2.0,1125.0,4.86,4.86,4.95,4.84,4.84,4.95,4.78,f,1,5,2,t,t,2,48,2931,1.69,0.04,1.73
12649999,10013531,100,100.0,t,t,t,47.62029,-122.31899,4,1.0,1.0,1.0,172.0,3.0,1125.0,4.77,4.91,4.86,4.94,4.95,4.95,4.67,t,5,5,3,t,f,2,33,3313,0.45,1.11,1.56
12704096,29517730,100,84.0,t,t,t,47.61093,-122.30179,2,1.0,1.0,1.0,52.0,30.0,1125.0,4.96,4.92,4.96,4.96,4.96,4.85,4.85,t,3,5,2,f,t,2,30,2825,-0.98,0.15,-0.83
12708859,61853491,100,100.0,t,t,t,47.53978,-122.26848,2,1.0,0.0,2.0,80.0,30.0,1125.0,4.85,4.87,4.95,4.9,4.87,4.61,4.63,f,1,5,3,f,t,2,32,2470,-0.92,-1.56,-2.48
12730043,17982106,100,97.0,t,t,t,47.71302,-122.29722,2,1.0,1.0,1.0,219.0,3.0,1125.0,4.95,4.99,4.9,4.9,4.93,4.91,4.94,f,1,5,3,t,t,2,37,3074,-0.62,0.47,-0.15000000000000002
12740637,10981379,100,77.0,f,t,t,47.6139,-122.33276,4,1.0,1.0,2.0,266.0,30.0,1125.0,4.6,4.6,4.8,4.8,5.0,5.0,4.8,f,10,5,3,f,f,2,36,3263,-1.13,1.11,-0.019999999999999796
12786096,63674214,96,50.0,f,t,t,47.66345,-122.3414,2,1.0,1.0,1.0,147.0,30.0,1125.0,4.76,4.81,4.81,4.87,4.89,4.89,4.69,f,9,5,3,t,f,2,28,2456,-0.71,0.15,-0.5599999999999999
12798217,31404048,100,96.0,t,t,t,47.66199,-122.3358,3,1.0,1.0,1.0,77.0,2.0,5.0,4.96,4.95,5.0,4.99,5.0,4.96,4.91,f,1,5,2,t,t,2,32,2794,-0.45,0.25,-0.2
12811781,7940078,100,91.0,f,t,f,47.65244,-122.35674,2,1.5,1.0,1.0,95.0,2.0,28.0,4.55,4.74,4.41,4.84,4.77,4.93,4.58,f,3,5,2,t,t,3,31,3415,0.06,1.0,1.06
12812601,69864273,100,98.0,t,t,f,47.68943,-122.30917,2,1.0,1.0,2.0,96.0,2.0,1125.0,4.92,4.92,4.96,4.95,4.95,4.93,4.88,f,1,5,3,t,t,3,62,2414,-0.7,0.68,-0.019999999999999907
12835141,57465462,100,97.0,t,t,f,47.65745,-122.3195,1,1.0,0.0,1.0,105.0,5.0,1125.0,4.94,4.94,4.94,4.97,4.94,4.78,4.84,t,3,5,3,t,t,2,18,2501,-0.4,-0.17,-0.5700000000000001
12847258,5312600,100,64.0,t,t,t,47.61467,-122.29478,2,1.0,1.0,1.0,100.0,28.0,365.0,4.96,4.94,4.96,5.0,5.0,4.9,4.96,f,1,3,3,t,t,3,45,3568,-0.85,1.11,0.2600000000000001
12850858,70204462,100,90.0,t,t,t,47.64377,-122.40106,6,2.0,2.0,3.0,175.0,2.0,32.0,4.9,5.0,5.0,5.0,5.0,4.9,4.9,f,1,5,3,t,f,2,53,2412,-1.03,1.11,0.08000000000000007
12868418,70364055,100,93.0,t,t,t,47.68014,-122.37752,7,2.0,5.0,5.0,200.0,2.0,6.0,4.95,4.98,4.92,4.97,5.0,4.98,4.98,f,1,3,3,t,t,2,47,2411,-0.8,1.11,0.31000000000000005
12869052,10981379,100,77.0,f,t,t,47.6139,-122.33276,2,1.0,0.0,1.0,214.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,10,5,3,f,f,2,36,3263,-1.16,1.11,-0.04999999999999982
12908346,13200167,100,100.0,t,t,t,47.61661,-122.34729,4,1.0,1.0,2.0,141.0,30.0,1125.0,4.66,4.79,4.54,4.84,4.93,4.94,4.72,t,5,5,3,t,t,3,29,3191,2.17,0.68,2.85
12918045,316200,100,100.0,t,t,t,47.63976,-122.32352,4,1.0,2.0,2.0,153.0,30.0,1125.0,4.83,4.92,4.9,4.96,4.94,4.77,4.76,t,7,5,3,t,t,3,35,4382,0.21,0.36,0.57
12929985,13345485,100,100.0,t,t,t,47.68212,-122.36104,2,1.0,1.0,1.0,95.0,1.0,1125.0,4.95,4.98,4.97,4.97,4.98,4.96,4.91,t,1,5,3,t,t,2,27,2407,3.08,0.79,3.87
12931310,7697679,100,93.0,t,t,t,47.66125,-122.33175,2,1.0,1.0,1.0,115.0,1.0,30.0,4.86,4.91,4.91,4.98,4.98,4.99,4.82,f,1,5,2,t,t,3,27,3426,-0.18,-0.81,-0.99
12933768,51863050,100,86.0,f,t,t,47.54089,-122.38403,6,3.0,3.0,3.0,450.0,2.0,28.0,4.0,4.0,5.0,4.5,4.25,4.75,3.75,t,1,5,3,t,t,2,58,2547,-0.46,1.11,0.6500000000000001
12934096,3074414,94,95.0,f,t,t,47.67481,-122.28926,3,1.0,1.0,2.0,120.0,30.0,1125.0,4.0,4.2,4.2,4.0,5.0,4.8,3.8,f,115,4,3,t,t,2,27,3788,-1.13,-2.09,-3.2199999999999998
12934440,54669634,100,100.0,f,t,f,47.55531,-122.35421,4,1.0,1.0,2.0,169.0,1.0,1125.0,4.75,4.88,4.68,4.94,4.93,4.76,4.74,t,8,5,3,t,t,2,32,2522,0.19,-1.98,-1.79
12957936,71235244,100,100.0,t,t,t,47.65859,-122.34102,2,1.0,1.0,1.0,132.0,1.0,1125.0,4.91,4.94,4.81,4.95,4.95,4.93,4.81,f,1,5,3,t,t,2,59,2405,1.42,1.0,2.42
12968264,6426308,0,0.0,f,t,t,47.6514,-122.33257,3,1.0,1.0,1.0,130.0,30.0,1125.0,4.86,4.95,4.81,4.9,4.85,4.95,4.7,f,1,1,3,f,t,2,29,3495,-1.04,1.11,0.07000000000000006
12987793,48819046,100,100.0,t,t,t,47.60594,-122.29563,4,1.0,2.0,2.0,181.0,3.0,1125.0,4.98,4.98,4.94,4.98,5.0,4.93,4.95,f,1,5,3,t,t,2,57,2586,-0.06,1.11,1.05
12991648,5029583,0,75.0,t,t,t,47.54371,-122.38591,6,2.5,3.0,3.0,300.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.93,4.79,f,1,1,3,t,f,2,57,3591,-1.08,1.11,0.030000000000000027
13017780,46428878,100,33.0,f,t,t,47.69346,-122.33698,4,1.0,2.0,2.0,115.0,15.0,1125.0,4.86,4.95,4.95,4.9,4.9,5.0,4.81,f,2,3,3,t,t,2,50,2615,-1.03,1.11,0.08000000000000007
13021356,64483941,100,98.0,t,t,t,47.58467,-122.38251,2,1.0,1.0,1.0,83.0,1.0,21.0,4.95,4.95,4.98,4.97,4.97,4.94,4.9,f,1,4,3,t,t,2,25,2450,0.8,0.68,1.48
13030215,32861554,100,100.0,t,t,t,47.62438,-122.31316,2,1.0,1.0,1.0,135.0,3.0,1125.0,4.98,4.98,5.0,4.99,4.96,4.96,4.93,f,1,5,3,t,t,2,53,2774,-0.64,1.11,0.4700000000000001
13032264,14659774,0,100.0,t,t,t,47.67816,-122.36059,4,1.0,1.0,1.0,90.0,3.0,1125.0,4.94,4.95,4.96,5.0,4.96,4.96,4.87,f,1,1,3,t,t,2,42,3152,-0.64,1.11,0.4700000000000001
13033238,65832379,100,97.0,t,t,t,47.719,-122.32721,2,1.5,1.0,1.0,87.0,1.0,28.0,4.74,4.88,4.96,4.97,4.93,4.71,4.77,f,8,5,2,t,t,2,23,2440,-0.57,-0.17,-0.74
13033576,20293076,100,100.0,t,t,t,47.54653,-122.26254,4,1.0,1.0,3.0,109.0,3.0,1125.0,4.88,4.88,4.76,4.94,4.95,4.91,4.86,f,1,5,3,t,t,3,30,3034,-0.37,0.57,0.19999999999999996
13045179,49741319,100,100.0,t,t,t,47.67422,-122.36139,4,1.0,1.0,1.0,95.0,2.0,1125.0,4.87,4.96,4.86,4.98,4.98,4.93,4.92,f,1,5,3,t,t,2,32,2574,-0.12,1.0,0.88
13073909,209571,100,92.0,t,t,t,47.65971,-122.40011,2,1.0,1.0,1.0,69.0,1.0,21.0,4.88,4.91,4.81,4.94,4.97,4.89,4.88,f,2,5,2,t,t,3,33,4493,0.69,0.89,1.58
13082625,28653007,88,77.0,f,t,t,47.664,-122.30469,9,3.0,4.0,4.0,425.0,7.0,1125.0,4.87,4.9,4.77,4.97,4.9,4.87,4.9,f,4,4,3,t,t,2,50,2840,-0.9,1.11,0.21000000000000008
13083601,28653007,88,77.0,f,t,t,47.6662,-122.30449,5,1.0,2.0,2.0,250.0,7.0,1125.0,4.35,4.48,4.38,4.88,4.72,4.96,4.44,f,4,4,3,t,t,2,28,2840,-1.0,0.15,-0.85
13085197,3074414,94,95.0,f,t,t,47.66175,-122.31304,2,1.0,0.0,3.0,105.0,2.0,1125.0,4.06,4.22,4.28,4.39,4.72,4.56,4.11,f,115,4,3,t,t,2,32,3788,-1.03,-0.28,-1.31
13101706,762860,100,100.0,f,t,t,47.61814,-122.31809,3,1.0,1.0,1.0,204.0,2.0,1125.0,4.95,4.96,4.99,4.95,4.99,4.98,4.86,f,1,5,3,t,t,2,47,4181,-0.14,1.0,0.86
13140719,50862952,0,100.0,t,t,t,47.653751,-122.336617,2,1.0,1.0,1.0,130.0,3.0,28.0,4.99,4.99,5.0,4.99,5.0,4.97,4.97,f,1,1,3,t,f,2,46,2559,-0.06,1.11,1.05
13141142,63674214,96,50.0,f,t,t,47.66147,-122.34307,2,1.0,1.0,2.0,147.0,30.0,1125.0,4.75,4.83,4.83,4.77,4.81,4.89,4.68,f,9,5,3,t,f,2,23,2456,-0.87,0.15,-0.72
13142498,73272162,100,0.0,f,t,t,47.51192,-122.25679,2,1.0,1.0,1.0,57.0,30.0,1125.0,4.87,5.0,4.73,5.0,5.0,4.6,5.0,f,1,3,2,f,t,2,15,2393,-1.07,-2.09,-3.16
13155310,55993439,95,54.0,t,t,t,47.62163,-122.32596,2,1.0,1.0,2.0,157.0,30.0,1125.0,4.84,4.74,4.78,4.85,4.92,4.92,4.66,f,6,4,3,f,t,1,33,2511,-0.71,0.36,-0.35
13157632,3074414,94,95.0,f,t,t,47.66109,-122.31472,2,1.0,0.0,1.0,125.0,30.0,1125.0,4.29,4.48,4.67,4.67,4.62,4.71,4.43,f,115,4,3,t,t,2,28,3788,-1.02,1.11,0.09000000000000008
13173803,73038446,100,100.0,t,t,f,47.73197,-122.28929,4,1.0,1.0,3.0,132.0,1.0,1125.0,4.89,4.91,4.97,4.96,4.93,4.84,4.86,t,1,5,3,t,t,2,29,2395,0.15,0.79,0.9400000000000001
13191810,55818779,100,100.0,t,t,t,47.61506,-122.34222,4,1.0,1.0,2.0,145.0,1.0,1125.0,4.76,4.86,4.75,4.96,4.96,4.92,4.73,t,1,5,3,t,t,2,26,2513,0.77,0.68,1.4500000000000002
13192961,25968742,100,97.0,t,t,t,47.68452,-122.35758,2,1.0,1.0,1.0,89.0,2.0,1125.0,4.95,4.95,4.98,5.0,4.96,4.98,4.95,f,1,5,3,t,t,2,44,2890,-0.62,1.11,0.4900000000000001
13226114,1884549,100,83.0,f,t,t,47.56555,-122.29385,4,2.0,2.0,2.0,221.0,5.0,198.7,4.78,4.91,4.83,5.0,5.0,4.64,4.64,f,1,5,3,t,t,3,61,3929,-1.02,1.11,0.09000000000000008
13240176,15942582,100,98.0,f,t,t,47.62354,-122.3589,2,1.0,1.0,1.0,119.0,32.8,1125.0,4.78,4.83,4.8,4.92,4.87,4.89,4.73,f,2,5,3,t,f,2,56,3122,-0.14,1.0,0.86
13251351,74533120,100,86.0,t,t,t,47.68078,-122.30231,2,1.0,0.0,2.0,78.0,30.0,1125.0,4.86,4.93,4.88,4.99,4.95,4.9,4.87,f,1,4,3,f,t,2,29,2387,-0.54,1.11,0.5700000000000001
13252771,3074414,94,95.0,f,t,t,47.65735,-122.31649,4,1.0,1.0,2.0,115.0,30.0,1125.0,4.5,4.67,4.67,4.5,4.5,4.67,4.17,t,115,4,3,f,t,2,38,3788,-1.13,1.11,-0.019999999999999796
13273883,40128399,0,100.0,t,t,t,47.65707,-122.38816,4,1.0,0.0,3.0,135.0,30.0,1125.0,4.84,4.88,4.94,4.99,4.98,4.76,4.72,f,1,1,3,t,t,2,18,2689,-0.07,0.79,0.72
13313994,1700743,100,100.0,t,t,t,47.61474,-122.34134,3,1.0,0.0,2.0,124.0,2.0,1125.0,4.73,4.85,4.75,4.94,4.93,4.95,4.72,t,2,5,3,t,t,3,30,3961,0.82,0.79,1.6099999999999999
13318575,25971312,100,100.0,t,t,t,47.60008,-122.32737,1,1.0,1.0,1.0,55.0,30.0,1125.0,4.66,4.8,4.72,4.82,4.91,4.68,4.76,t,4,5,1,f,t,2,7,2890,-0.2,0.15,-0.05000000000000002
13331221,11164643,90,100.0,t,t,t,47.61289,-122.34239,4,1.0,0.0,2.0,125.0,30.0,1125.0,5.0,5.0,4.86,5.0,5.0,4.93,4.93,t,2,5,3,t,t,2,35,3257,-1.08,1.11,0.030000000000000027
13332139,658155,100,99.0,t,t,t,47.61091,-122.31323,6,2.0,3.0,4.0,214.0,30.0,1125.0,4.94,4.98,5.0,4.96,4.87,4.96,4.85,t,5,5,3,f,t,2,21,4209,0.07,1.11,1.1800000000000002
13334770,29666316,100,100.0,t,t,t,47.5696,-122.38671,4,1.0,1.0,2.0,143.0,2.0,1125.0,4.9,4.95,4.9,4.96,4.98,4.93,4.83,f,10,5,3,t,t,3,33,2822,0.58,-0.28,0.29999999999999993
13390576,76151472,100,86.0,t,t,t,47.51031,-122.246,10,2.5,3.0,5.0,375.0,2.0,1125.0,4.85,4.97,4.93,4.99,4.96,4.83,4.88,f,1,5,3,f,f,2,37,2378,-0.11,-1.24,-1.35
13436253,2438665,0,100.0,f,t,t,47.70073,-122.36671,2,3.5,1.0,2.0,90.0,30.0,1125.0,4.9,4.86,4.86,5.0,4.95,4.9,4.95,t,4,1,2,t,t,2,49,3854,-1.03,1.11,0.08000000000000007
13437692,31354928,100,100.0,t,t,t,47.6346,-122.35399,2,1.0,1.0,1.0,112.0,2.0,1125.0,4.99,4.98,4.99,4.99,5.0,4.98,4.94,t,2,5,2,t,t,2,28,2795,0.73,0.68,1.4100000000000001
13451352,658155,100,99.0,t,t,t,47.61091,-122.31323,4,1.0,1.0,1.0,130.0,30.0,1125.0,4.96,4.97,4.98,4.97,4.95,4.89,4.87,t,5,5,3,f,t,2,24,4209,0.03,1.11,1.1400000000000001
13451764,658155,100,99.0,t,t,t,47.61091,-122.31323,4,1.0,1.0,1.0,150.0,30.0,1125.0,4.95,4.99,5.0,4.96,4.9,4.93,4.8,t,5,5,3,f,t,2,22,4209,-0.02,1.11,1.09
13452009,658155,100,99.0,t,t,t,47.61091,-122.31323,6,2.0,2.0,3.0,150.0,30.0,1125.0,4.85,4.87,4.96,4.91,4.87,4.93,4.81,t,5,5,3,f,t,2,16,4209,0.06,0.79,0.8500000000000001
13468093,3906855,100,100.0,f,t,t,47.6392822265625,-122.30625915527344,1,1.0,1.0,1.0,84.0,2.0,1125.0,4.88,4.96,4.96,4.96,5.0,4.87,4.83,f,1,5,3,t,t,3,51,3705,-1.01,0.68,-0.32999999999999996
13532046,106972,100,99.0,t,t,t,47.63045,-122.34463,6,2.0,3.0,3.0,276.0,2.0,1125.0,4.93,4.94,4.99,4.94,4.96,4.89,4.77,f,3,5,3,t,t,3,53,4626,-0.27,0.25,-0.020000000000000018
13533117,25373047,100,100.0,t,t,f,47.68157,-122.28777,5,1.0,2.0,3.0,167.0,5.0,1125.0,4.94,4.98,4.96,4.99,4.98,4.93,4.89,f,1,4,3,t,t,3,68,2903,-0.35,1.11,0.7600000000000001
13533362,3074414,94,95.0,f,t,t,47.66229,-122.31289,2,1.0,0.0,1.0,105.0,30.0,1125.0,4.17,4.59,4.55,4.61,4.36,4.57,4.25,f,115,4,3,t,t,2,39,3788,-0.99,0.47,-0.52
13548374,24526173,100,100.0,t,t,t,47.61111,-122.33093,5,1.0,1.0,4.0,224.0,3.0,1125.0,4.84,4.88,4.88,4.93,4.96,4.91,4.79,t,2,5,3,t,t,2,62,2927,0.6,-0.6,0.0
13573225,78286472,100,99.0,t,t,t,47.58579,-122.31113,4,1.5,1.0,1.0,122.0,1.7,1125.0,4.93,4.96,4.98,4.98,4.93,4.77,4.78,f,3,5,2,t,t,3,51,2367,0.19,-0.6,-0.41
13574491,15381977,100,96.0,t,t,t,47.68447,-122.36601,2,1.0,0.0,1.0,98.0,4.0,1125.0,4.94,4.94,5.0,5.0,5.0,4.83,4.89,f,1,3,3,t,t,2,41,3135,0.24,1.11,1.35
13606919,316200,100,100.0,t,t,t,47.63989,-122.32348,4,2.0,2.0,2.0,179.0,30.0,1125.0,4.86,4.9,4.88,4.96,4.93,4.8,4.83,t,7,5,3,t,t,3,32,4382,0.43,0.25,0.6799999999999999
13607307,26475960,100,100.0,f,t,t,47.66851,-122.28599,2,1.0,1.0,1.0,47.0,2.0,1125.0,4.42,4.64,4.09,4.83,4.71,4.71,4.6,t,3,5,2,f,f,2,27,2880,-0.37,0.04,-0.33
13622517,33139872,100,100.0,f,t,t,47.67536,-122.36017,3,1.0,1.0,1.0,96.0,30.0,1125.0,4.95,4.9,4.95,4.94,4.97,4.97,4.92,t,1,5,3,t,t,2,38,2770,-0.39,-0.28,-0.67
13641844,53650144,100,77.0,t,t,t,47.66854,-122.30535,2,1.0,1.0,1.0,150.0,2.0,1125.0,4.94,4.94,4.9,4.97,4.94,5.0,4.87,f,3,4,2,t,t,2,32,2529,-0.97,-1.45,-2.42
13644229,5325813,0,0.0,f,t,f,47.60353,-122.29656,6,1.0,2.0,2.0,155.0,30.0,1125.0,4.62,4.74,4.55,4.92,4.96,4.77,4.65,f,2,2,3,t,t,2,36,3568,-0.54,1.11,0.5700000000000001
13654492,53650144,100,77.0,t,t,t,47.66849,-122.30375,2,1.0,1.0,1.0,110.0,2.0,1125.0,4.77,4.96,4.84,4.92,4.92,4.84,4.72,f,3,4,2,t,t,2,31,2529,-1.0,1.11,0.1100000000000001
13658425,3074414,94,95.0,f,t,t,47.65733,-122.31762,3,1.0,1.0,2.0,110.0,2.0,1125.0,4.39,4.61,4.67,4.79,4.55,4.94,4.45,f,115,4,3,t,t,2,26,3788,-0.96,-0.07,-1.03
13661449,13621927,100,99.0,t,t,t,47.54276,-122.27141,7,2.0,3.0,4.0,171.0,4.0,1125.0,4.83,4.91,4.73,4.91,4.94,4.49,4.8,f,2,5,3,t,t,2,69,3179,-0.25,0.15,-0.1
13684864,12420261,0,0.0,f,t,t,47.57998,-122.29519,1,1.0,1.0,1.0,170.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,2,1,2,f,t,3,22,3215,-1.13,1.11,-0.019999999999999796
13687977,17935405,0,100.0,f,t,t,47.70055,-122.35029,2,1.0,1.0,2.0,70.0,30.0,1125.0,4.87,4.93,4.96,4.96,4.92,4.77,4.86,f,3,1,2,t,t,2,32,3075,-0.52,1.11,0.5900000000000001
13689184,4052132,100,94.0,t,t,t,47.66542,-122.33834,6,1.5,3.0,4.0,274.0,3.0,60.0,4.88,4.93,4.91,5.0,5.0,5.0,4.79,f,1,5,3,t,t,2,31,3688,-0.9,1.11,0.21000000000000008
13689263,17935405,0,100.0,f,t,t,47.70054,-122.35044,2,1.0,1.0,1.0,46.0,30.0,1125.0,4.95,4.88,5.0,4.97,4.98,4.84,4.89,t,3,1,2,t,t,2,30,3075,-0.58,1.11,0.5300000000000001
13696391,6680836,80,55.0,f,t,t,47.65444,-122.32853,8,2.5,3.0,3.0,700.0,30.0,1125.0,4.88,4.92,4.88,4.85,4.92,4.92,4.58,f,2,4,3,t,t,2,36,3479,-1.0,-2.09,-3.09
13712209,57960995,100,100.0,f,t,t,47.6733,-122.39498,2,1.0,0.0,1.0,145.0,6.0,1125.0,4.97,4.96,4.99,4.99,4.98,4.93,4.9,f,2,5,3,t,t,2,32,2497,0.7,0.04,0.74
13732104,54518454,100,98.0,t,t,t,47.60665,-122.33875,8,2.0,3.0,4.0,342.0,2.4,1125.0,4.84,4.89,4.86,4.83,4.95,4.97,4.72,f,10,5,3,t,t,2,56,2523,-0.48,0.57,0.08999999999999997
13751731,9605780,100,93.0,t,t,t,47.66379,-122.34129,8,2.0,3.0,3.0,340.0,3.0,1125.0,4.8,4.86,4.64,4.92,4.95,4.93,4.72,f,1,5,3,t,t,2,58,3334,-0.16,1.11,0.9500000000000001
13781518,80917114,100,82.0,f,t,f,47.65278,-122.40436,4,1.0,2.0,2.0,199.0,3.0,1125.0,4.87,4.92,4.81,5.0,5.0,4.94,4.65,f,1,5,3,t,t,2,59,2354,-0.84,-0.39,-1.23
13786651,54518454,100,98.0,t,t,t,47.60636,-122.33855,8,2.0,2.0,2.0,344.0,2.4,1125.0,4.96,4.92,4.9,4.9,4.92,5.0,4.69,f,10,5,3,t,t,2,57,2523,-0.85,0.57,-0.28
13787761,17576448,100,100.0,t,t,t,47.6702,-122.35493,3,1.0,2.0,2.0,125.0,1.0,5.0,4.93,4.93,4.9,4.98,4.99,4.98,4.86,t,1,5,3,t,t,2,40,3083,0.37,0.15,0.52
13794197,25736673,100,100.0,f,t,t,47.57626,-122.39009,4,1.0,2.0,2.0,150.0,1.0,1125.0,4.83,4.91,4.91,4.94,4.97,4.95,4.88,t,1,5,3,t,t,1,41,2894,-0.51,0.15,-0.36
13814892,7940078,100,91.0,f,t,f,47.65279,-122.35486,2,1.5,1.0,1.0,78.0,2.0,28.0,4.37,4.57,4.31,4.74,4.6,4.85,4.38,f,3,5,2,t,t,3,29,3415,0.14,0.68,0.8200000000000001
13823956,71140572,100,100.0,t,t,t,47.68425,-122.38678,2,1.0,1.0,1.0,161.0,1.0,1125.0,4.98,4.98,4.99,4.99,4.97,4.93,4.88,t,1,5,3,t,t,2,37,2406,2.17,0.25,2.42
13825056,2777054,100,99.0,t,t,t,47.70163,-122.34716,2,1.0,0.0,1.0,80.0,1.0,15.0,4.87,4.94,4.89,4.99,4.97,4.73,4.78,t,2,5,3,t,f,2,25,3816,1.54,-0.71,0.8300000000000001
13831631,3074414,94,95.0,f,t,t,47.66312,-122.31397,3,1.0,0.0,2.0,105.0,30.0,1125.0,4.44,4.75,4.63,4.88,4.69,4.63,4.13,f,115,4,3,f,t,2,32,3788,-1.07,0.68,-0.39
13843060,55486846,100,98.0,t,t,t,47.65132,-122.32236,2,1.0,0.0,1.0,99.0,2.9,60.0,4.94,4.93,4.96,4.99,4.96,4.93,4.81,f,1,5,3,t,t,2,27,2515,-0.06,0.68,0.6200000000000001
13845855,11280258,100,96.0,t,t,t,47.58723,-122.3113,4,1.0,0.0,2.0,109.0,5.0,1125.0,4.88,4.9,4.9,4.96,4.95,4.8,4.8,f,1,5,3,t,t,3,34,3252,0.04,0.15,0.19
13846894,80553994,94,99.0,t,t,t,47.62053,-122.31479,2,1.0,0.0,1.0,128.0,1.0,1125.0,4.99,4.99,5.0,5.0,5.0,4.98,4.92,t,1,5,3,t,t,2,24,2356,1.92,0.47,2.3899999999999997
13865648,150488044,100,100.0,t,t,t,47.62666,-122.31396,8,3.0,3.0,4.0,406.0,2.0,1125.0,4.99,4.95,4.99,4.99,4.95,4.98,4.87,f,2,5,3,t,t,2,59,1914,-0.28,0.47,0.18999999999999995
