id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,response_time_num,type_num,license_tf,host_location_tf,host_verifications_num,amenities_num,host_duration,pop_past,pop_future,popularity
38218485,290356547,100,94.0,f,t,t,47.59268,-122.30055,4,1.0,2.0,5.0,131.0,1.3,812.6,4.84,4.94,4.94,4.87,4.94,4.97,4.87,f,1,5,3,t,t,2,61,1198,-0.76,-0.49,-1.25
38267428,135554033,100,92.0,t,t,f,47.531,-122.27348,7,1.5,3.0,3.0,185.0,2.0,34.0,4.93,4.97,5.0,4.93,5.0,4.77,4.83,f,1,4,3,t,t,2,59,2002,-0.77,-1.02,-1.79
38269480,242543461,100,99.0,t,t,t,47.61206,-122.29679,8,2.0,3.0,6.0,198.0,2.1,182.0,4.73,4.69,4.8,4.9,4.82,4.67,4.67,t,2,5,3,t,f,3,34,1398,-0.47,-0.81,-1.28
38281449,85724766,0,98.0,t,t,f,47.61506,-122.34684,4,1.0,1.0,3.0,199.0,30.0,1125.0,4.96,4.99,4.93,4.94,5.0,4.96,4.85,f,1,1,3,t,f,3,32,2330,0.1,1.11,1.2100000000000002
38328402,6397518,0,0.0,f,t,t,47.54646,-122.36559,2,1.0,1.0,1.0,136.0,3.0,1125.0,4.96,4.99,4.94,4.93,4.96,4.84,4.88,f,1,1,3,t,t,2,38,3497,-0.27,-0.71,-0.98
38334917,28420265,100,100.0,t,t,t,47.59684,-122.30123,11,2.5,4.0,5.0,313.0,2.1,1125.0,4.87,4.92,4.73,4.96,4.98,4.85,4.71,t,25,5,3,t,t,2,39,2844,-0.47,0.47,0.0
38356001,16425882,100,100.0,t,t,t,47.69967,-122.36111,4,1.5,2.0,2.0,175.0,5.0,28.0,5.0,5.0,4.75,5.0,5.0,4.75,4.75,f,2,5,3,t,t,2,21,3110,-0.98,1.11,0.13000000000000012
38411759,25150356,100,100.0,f,t,t,47.63686,-122.36,2,1.5,1.0,2.0,115.0,14.0,180.0,5.0,5.0,4.5,5.0,5.0,5.0,4.75,f,1,4,3,t,t,2,24,2908,-1.11,1.11,0.0
38453480,50785402,0,0.0,f,t,t,47.69537,-122.34807,2,1.0,1.0,1.0,105.0,2.7,1125.0,4.67,4.86,4.84,4.89,4.89,4.77,4.61,f,1,1,3,t,t,2,19,2559,0.09,-1.45,-1.3599999999999999
38455132,17517740,100,100.0,t,t,t,47.619,-122.30599,6,2.5,3.0,3.0,254.0,4.9,1125.0,4.81,4.83,4.88,4.78,4.88,4.89,4.79,f,1,5,3,t,f,3,55,3084,0.16,0.36,0.52
38458925,8522669,88,100.0,f,t,t,47.65817,-122.34851,2,1.5,1.0,1.0,85.0,30.0,90.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,5,2,f,t,2,32,3390,-1.11,1.11,0.0
38464334,293265806,100,75.0,f,t,t,47.7109,-122.31611,8,1.0,2.0,3.0,90.0,30.0,180.0,4.85,4.92,4.85,4.85,4.85,4.69,4.69,f,2,5,3,t,t,3,29,1189,-1.0,0.79,-0.20999999999999996
38487282,150996291,100,50.0,f,t,f,47.67156,-122.38677,2,1.0,1.0,1.0,125.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,3,3,f,t,2,33,1910,-1.1,1.11,0.010000000000000009
38491779,47332984,100,100.0,t,t,t,47.55744,-122.28384,2,1.0,1.0,1.0,179.0,1.0,1125.0,4.95,4.98,4.93,4.99,4.99,4.92,4.69,f,5,5,3,t,t,3,31,2604,1.0,-0.71,0.29000000000000004
38577667,42619492,100,80.0,t,t,t,47.55553,-122.35517,1,1.0,1.0,1.0,50.0,30.0,1125.0,4.71,4.64,4.5,4.71,4.71,4.57,4.57,f,4,5,2,t,f,3,32,2663,-0.97,-0.6,-1.5699999999999998
38577704,235339261,100,100.0,t,t,t,47.67401,-122.39618,5,1.0,2.0,4.0,92.0,7.0,1125.0,4.83,4.82,4.91,4.95,4.92,4.98,4.79,t,1,5,3,t,t,2,61,1432,1.78,-0.07,1.71
38605259,19403115,100,99.0,f,t,t,47.67276,-122.34663,4,1.0,2.0,2.0,133.0,1.0,365.0,4.84,4.86,4.92,4.9,4.9,4.83,4.73,f,14,5,3,t,t,3,37,3051,1.84,0.47,2.31
38626919,293265806,100,75.0,f,t,t,47.71261,-122.31467,6,1.0,2.0,2.0,87.0,30.0,120.0,4.38,4.38,4.5,4.88,5.0,4.88,4.63,f,2,5,3,t,t,3,24,1189,-1.06,1.0,-0.06000000000000005
38645782,295202276,100,100.0,t,t,t,47.61641,-122.34112,4,1.0,1.0,1.0,237.0,2.0,1125.0,4.93,4.97,4.94,4.99,4.99,4.97,4.9,t,1,5,3,t,t,2,44,1182,0.48,-0.28,0.19999999999999996
38646737,295252224,100,95.0,f,t,f,47.58455,-122.3187,10,2.5,4.0,6.0,399.0,1.3,1125.0,4.75,4.83,4.55,4.95,4.9,4.83,4.6,f,1,5,3,t,t,2,41,1182,-0.63,-0.39,-1.02
38669233,295439663,0,0.0,f,t,t,47.55014,-122.39444,4,1.0,2.0,2.0,500.0,30.0,1125.0,4.4,4.8,4.0,4.8,4.8,4.8,4.4,f,1,1,3,t,t,2,48,1181,-1.1,1.11,0.010000000000000009
38734769,83441897,100,90.0,t,t,t,47.59451,-122.30125,6,1.0,3.0,3.0,190.0,1.0,7.0,4.89,4.92,4.91,4.97,4.95,4.86,4.88,f,2,5,3,t,t,2,53,2341,-0.29,0.68,0.39000000000000007
38779774,56014166,0,0.0,f,t,t,47.5057,-122.26052,6,1.0,2.0,3.0,151.0,3.0,1125.0,4.84,4.9,4.79,4.91,4.94,4.9,4.77,f,1,1,3,t,t,3,47,2511,-0.13,-0.49,-0.62
38796485,1658320,100,100.0,f,t,f,47.61553,-122.28271,2,1.0,1.0,1.0,140.0,30.0,1125.0,4.91,4.94,4.97,4.97,5.0,4.97,4.76,t,1,4,3,t,t,2,44,3971,-0.73,0.57,-0.16000000000000003
38801315,11855897,100,100.0,t,t,t,47.6864,-122.36039,5,1.0,1.0,3.0,105.0,1.3,1125.0,4.99,4.99,4.97,5.0,4.99,4.96,4.92,f,1,5,3,t,t,2,52,3233,0.05,0.79,0.8400000000000001
38846160,12038774,100,98.0,t,t,t,47.61555,-122.34678,4,1.5,2.0,2.0,307.0,1.0,1125.0,4.82,4.89,4.67,4.86,4.95,4.97,4.82,f,2,5,3,t,t,3,35,3228,1.97,-0.28,1.69
38851917,209532998,100,98.0,f,t,t,47.58369,-122.29747,4,1.0,1.0,1.0,118.0,30.0,1125.0,4.53,4.69,4.3,4.84,4.73,4.75,4.58,t,2,5,3,t,f,2,33,1579,0.25,-0.92,-0.67
38853614,121138895,100,100.0,t,t,t,47.55245,-122.37478,2,1.0,1.0,2.0,118.0,3.0,30.0,4.99,5.0,4.92,5.0,5.0,4.89,4.92,f,1,5,3,t,t,2,53,2095,-0.18,0.89,0.71
38962977,10396357,0,0.0,t,t,t,47.64172,-122.35739,2,1.0,1.0,1.0,121.0,30.0,1125.0,4.86,5.0,5.0,5.0,5.0,4.86,4.71,t,1,1,3,t,t,2,26,3295,-1.07,1.11,0.040000000000000036
38979488,298634303,100,94.0,t,t,f,47.51109,-122.2556,6,2.0,3.0,3.0,166.0,5.0,1125.0,5.0,5.0,5.0,5.0,5.0,4.97,4.97,f,1,4,3,t,f,2,59,1169,-0.68,-0.17,-0.8500000000000001
38981597,168997773,0,100.0,f,t,t,47.5578,-122.28567,3,1.0,1.0,1.0,70.0,30.0,1125.0,4.67,4.62,4.71,4.95,4.76,4.95,4.57,t,2,1,3,t,t,2,31,1784,-0.85,1.11,0.2600000000000001
39003023,38284695,0,0.0,f,t,t,47.61214,-122.3298,6,1.0,2.0,3.0,213.0,3.0,1125.0,4.94,4.94,4.97,4.88,4.97,4.92,4.86,t,1,1,3,t,f,2,35,2708,1.21,0.68,1.8900000000000001
39021494,299023912,100,100.0,t,t,f,47.57589,-122.39772,2,1.0,0.0,1.0,140.0,30.0,1125.0,5.0,5.0,4.96,5.0,5.0,4.96,5.0,f,1,3,3,f,f,2,39,1167,-0.82,1.11,0.29000000000000015
39028568,297760762,0,0.0,f,t,t,47.56677,-122.36812,2,1.0,1.0,1.0,102.0,1.2,1125.0,4.81,4.83,4.9,4.96,4.91,4.69,4.74,f,1,1,3,t,t,2,25,1173,0.03,0.25,0.28
39035076,48005494,100,97.0,f,t,t,47.61594,-122.33249,2,1.0,1.0,1.0,125.0,30.0,731.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,104,5,3,f,f,3,35,2595,-1.12,0.79,-0.33000000000000007
39035210,48005494,100,97.0,f,t,t,47.6166,-122.33035,2,1.5,1.0,1.0,136.0,30.0,731.0,4.25,4.25,4.5,4.75,4.5,5.0,3.5,t,104,5,3,f,f,3,35,2595,-1.04,1.11,0.07000000000000006
39035379,48005494,100,97.0,f,t,t,47.61608,-122.33181,4,2.0,2.0,2.0,183.0,30.0,731.0,3.5,5.0,5.0,4.5,4.0,5.0,3.5,t,104,5,3,f,f,3,35,2595,-1.13,-1.34,-2.4699999999999998
39065345,198318816,100,46.0,f,t,f,47.58182,-122.38262,2,1.0,2.0,2.0,150.0,2.0,1125.0,4.67,4.67,4.67,4.5,4.5,4.67,4.33,f,1,4,3,t,t,2,32,1627,-0.93,-0.71,-1.6400000000000001
39086420,267667177,0,0.0,f,t,t,47.6324,-122.32222,3,1.0,0.0,2.0,106.0,2.9,1125.0,4.76,4.8,4.53,4.97,4.89,4.58,4.64,f,1,1,3,t,t,2,30,1279,-0.15,-0.17,-0.32
39135549,9753561,0,100.0,f,t,f,47.69847,-122.3169,10,3.0,4.0,5.0,220.0,30.0,1125.0,4.92,4.92,5.0,5.0,5.0,4.85,4.92,f,1,1,3,t,t,2,37,3326,-0.99,1.11,0.1200000000000001
39136353,293785809,100,100.0,f,t,f,47.61537,-122.34888,4,1.0,1.0,2.0,200.0,3.0,1125.0,4.92,4.97,4.89,4.95,4.95,4.97,4.89,t,1,5,3,t,f,2,36,1187,-0.65,0.15,-0.5
39138621,28763024,88,80.0,f,t,t,47.54247,-122.29954,2,1.0,1.0,1.0,25.0,30.0,360.0,4.25,3.0,3.75,5.0,5.0,3.0,4.25,f,9,4,2,f,f,2,13,2838,-1.1,-0.49,-1.59
39139002,39834464,100,90.0,f,t,t,47.68609,-122.33626,2,1.0,1.0,1.0,92.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,62,5,2,t,t,2,32,2692,-1.15,1.11,-0.039999999999999813
39139039,39834464,100,90.0,f,t,t,47.68652,-122.3364,2,1.0,1.0,1.0,81.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,62,5,2,t,t,2,32,2692,-1.13,-2.09,-3.2199999999999998
39139048,39834464,100,90.0,f,t,t,47.61968,-122.32011,2,1.0,1.0,1.0,68.0,30.0,1125.0,4.38,4.75,4.5,5.0,4.88,4.88,4.5,t,62,5,2,t,t,2,31,2692,-1.06,-2.09,-3.15
39174333,300549477,100,98.0,t,t,t,47.54292,-122.30348,2,1.0,1.0,1.0,85.0,2.0,1125.0,4.84,4.97,4.88,4.98,4.93,4.81,4.94,f,1,5,3,t,t,1,28,1161,1.09,0.79,1.8800000000000001
39199725,300797655,100,100.0,f,t,f,47.55315,-122.38616,4,1.0,1.0,1.0,80.0,30.0,1125.0,4.92,4.92,4.83,4.92,4.83,4.92,4.75,t,1,5,3,t,f,2,28,1160,-1.0,0.47,-0.53
39230471,2536735,100,96.0,t,t,t,47.53999,-122.27496,4,2.0,2.0,2.0,114.0,7.0,1125.0,4.94,4.92,4.81,4.94,4.92,4.69,4.89,f,2,5,3,t,t,2,52,3842,-0.69,0.89,0.20000000000000007
39246120,116740214,98,97.0,t,t,t,47.63934,-122.32136,4,1.0,2.0,2.0,173.0,30.0,1125.0,4.91,4.91,4.93,4.99,4.99,4.96,4.84,f,8,5,3,t,t,3,42,2123,0.7,1.11,1.81
39300764,71550190,100,97.0,t,t,t,47.56967,-122.2814,2,1.0,1.0,1.0,90.0,2.0,1125.0,4.9,4.95,4.96,4.95,4.99,4.94,4.9,f,1,5,3,t,t,3,48,2404,-0.07,0.25,0.18
39317146,35349062,100,96.0,f,t,t,47.55912,-122.38392,6,2.0,3.0,3.0,161.0,7.0,1125.0,4.76,4.79,4.69,5.0,4.97,4.76,4.69,f,1,5,3,t,t,2,33,2741,-0.76,-0.17,-0.93
39320169,38118149,97,97.0,f,t,t,47.56699,-122.36285,2,1.0,1.0,1.0,52.0,1.1,13.0,4.8,4.81,4.81,4.96,4.88,4.8,4.81,f,3,5,2,t,t,2,27,2710,0.3,-0.28,0.019999999999999962
39324177,55993439,95,54.0,t,t,t,47.62393909812913,-122.32590382407898,2,1.0,1.0,2.0,108.0,30.0,1125.0,4.42,4.58,4.42,4.83,4.67,4.83,4.25,f,6,4,3,t,t,1,26,2511,-1.0,1.11,0.1100000000000001
39362742,41304049,100,100.0,t,t,t,47.55816,-122.28298,8,3.5,3.0,3.0,195.0,2.2,1125.0,4.8,4.75,4.81,4.88,4.84,4.9,4.72,t,1,5,3,t,t,2,56,2677,-0.19,-1.02,-1.21
39366283,3557909,100,98.0,f,t,t,47.67211,-122.3815,6,1.0,2.0,5.0,208.0,2.0,1125.0,4.37,4.55,4.36,4.86,4.54,4.79,4.49,t,2,5,3,t,t,2,48,3740,0.3,-0.49,-0.19
39398514,302194048,100,97.0,t,t,t,47.7035,-122.31262,4,1.0,2.0,3.0,151.0,6.4,1125.0,4.82,4.88,4.9,4.88,4.95,4.84,4.8,f,2,5,3,t,f,3,39,1154,0.09,-0.49,-0.4
39399191,302638833,0,100.0,f,t,f,47.6768,-122.32495,8,2.0,3.0,5.0,180.0,30.0,1125.0,4.5,4.5,4.54,4.83,4.75,4.79,4.38,t,1,1,3,t,t,2,39,1151,-0.84,1.11,0.27000000000000013
39439816,66212362,100,100.0,f,t,t,47.65668,-122.34764,4,1.0,1.0,1.0,113.0,1.0,29.0,4.92,4.92,4.92,4.62,4.92,4.69,4.92,f,1,5,3,t,t,3,23,2438,-0.65,0.68,0.030000000000000027
39467892,54812088,100,100.0,f,t,t,47.66284,-122.3597,14,3.0,5.0,8.0,527.0,2.6,365.0,4.63,4.87,4.76,4.85,4.78,5.0,4.54,t,49,5,3,t,t,2,38,2520,-0.52,-0.39,-0.91
39467894,54812088,100,100.0,f,t,t,47.67064,-122.38479,6,2.5,2.0,3.0,238.0,2.6,365.0,4.69,4.7,4.76,4.72,4.8,4.8,4.63,t,49,5,3,t,t,2,40,2520,-0.4,-0.17,-0.5700000000000001
39475710,13034648,0,0.0,f,t,t,47.63334,-122.40035,8,2.0,3.0,5.0,239.0,2.1,1125.0,4.82,4.87,4.7,4.81,4.9,4.88,4.82,f,1,1,3,t,t,3,31,3196,-0.25,-1.56,-1.81
39479972,303264614,100,95.0,f,t,f,47.56192,-122.38453,4,1.0,1.0,1.0,130.0,2.0,1125.0,4.83,4.87,4.91,5.0,5.0,5.0,4.7,t,1,5,3,t,t,2,25,1148,-0.85,1.11,0.2600000000000001
39483019,256460775,100,100.0,t,t,f,47.68061,-122.38285,3,1.0,1.0,3.0,115.0,4.0,1125.0,4.88,4.95,4.86,4.98,4.98,4.89,4.88,f,1,5,3,t,t,2,42,1333,-0.29,0.04,-0.24999999999999997
39488399,170418406,0,100.0,f,t,t,47.69312,-122.367,1,1.0,1.0,1.0,90.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,1,2,f,t,2,28,1777,-1.15,1.11,-0.039999999999999813
39528971,48005494,100,97.0,f,t,t,47.60138,-122.3068,6,2.5,3.0,3.0,172.0,30.0,731.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,t,104,5,3,f,f,3,30,2595,-1.1,-1.56,-2.66
39533006,9412057,100,100.0,t,t,t,47.61814,-122.29597,2,1.0,0.0,1.0,110.0,2.0,1125.0,4.76,4.72,4.8,5.0,4.92,4.96,4.72,t,1,5,2,t,t,2,31,3344,-0.44,1.11,0.6700000000000002
39561422,4123883,100,100.0,t,t,t,47.57346,-122.31202,2,1.0,1.0,1.0,141.0,2.0,1125.0,4.98,5.0,4.95,4.99,5.0,4.93,4.96,f,1,5,3,t,t,2,46,3681,1.54,0.47,2.01
39652309,26656825,100,91.0,t,t,t,47.50728,-122.37866,4,1.0,2.0,2.0,195.0,2.0,1125.0,4.92,4.97,4.92,5.0,4.95,4.84,4.89,f,1,4,3,t,t,2,52,2876,-0.64,1.11,0.4700000000000001
39655294,61080732,100,100.0,f,t,t,47.72549,-122.31332,6,2.0,3.0,3.0,186.0,5.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,4,3,t,f,3,23,2475,-1.07,0.89,-0.18000000000000005
39676926,10623727,100,99.0,t,t,t,47.62614,-122.29749,4,1.0,1.0,1.0,149.0,2.0,1125.0,4.85,4.92,4.95,4.94,4.94,4.91,4.81,f,2,5,3,t,f,3,34,3283,0.0,-0.49,-0.49
39698460,10974920,100,100.0,t,t,t,47.52076,-122.35607,4,2.0,2.0,2.0,180.0,3.0,1125.0,4.82,4.93,4.63,4.96,4.97,4.6,4.81,f,1,5,3,t,t,2,44,3264,-0.23,0.68,0.45000000000000007
39724418,270114169,100,83.0,t,t,t,47.65952,-122.31741,2,1.0,1.0,1.0,128.0,1.0,22.5,4.27,4.36,4.64,4.27,4.36,4.64,3.55,t,7,5,2,f,f,2,28,1269,-0.98,-1.24,-2.2199999999999998
39728889,88020855,100,100.0,t,t,t,47.65378,-122.38309,6,1.0,2.0,3.0,164.0,4.1,1125.0,4.92,4.9,4.94,5.0,5.0,4.82,4.84,f,3,5,3,t,t,2,57,2319,-0.47,-1.66,-2.13
39747458,305497504,0,100.0,f,t,t,47.65949,-122.32784,2,1.0,0.0,2.0,105.0,30.0,1125.0,4.79,4.79,4.79,4.93,4.93,4.93,4.72,f,1,1,3,t,t,2,55,1137,-0.76,-0.71,-1.47
39748737,9783390,100,100.0,t,t,f,47.6949,-122.37802,2,1.0,1.0,1.0,125.0,3.0,7.0,4.98,5.0,5.0,5.0,4.98,4.95,4.94,f,1,5,3,t,t,2,39,3324,-0.26,0.57,0.30999999999999994
39781932,10618511,100,96.0,t,t,t,47.55372,-122.35687,8,1.5,3.0,3.0,275.0,1.0,1125.0,4.8,4.81,4.85,4.98,4.91,4.75,4.69,t,1,5,3,t,t,2,44,3283,1.23,-1.45,-0.21999999999999997
39798869,54518454,100,98.0,t,t,t,47.60614,-122.33884,4,1.0,1.0,1.0,320.0,2.4,1125.0,4.88,5.0,5.0,4.81,5.0,5.0,4.81,f,10,5,3,t,t,2,54,2523,-0.77,1.11,0.3400000000000001
39799129,84988450,100,100.0,t,t,f,47.72235,-122.34846,2,1.0,1.0,1.0,49.0,2.0,1125.0,4.79,4.86,4.86,4.86,4.9,4.76,4.83,t,1,5,2,t,t,2,45,2334,-0.75,0.79,0.040000000000000036
39799154,54518454,100,98.0,t,t,t,47.60634,-122.3382,4,1.0,1.0,1.0,305.0,2.4,1125.0,4.92,5.0,5.0,5.0,5.0,5.0,4.75,f,10,5,3,t,t,2,54,2523,-0.99,1.0,0.010000000000000009
39817809,306328906,100,88.0,f,t,t,47.63806,-122.36317,8,2.0,5.0,6.0,479.0,3.0,90.0,4.95,4.86,4.95,4.9,4.95,4.95,5.0,f,1,5,3,t,t,1,33,1134,-0.87,-0.07,-0.94
39818131,2715103,100,98.0,t,t,t,47.68799,-122.28824,2,1.0,1.0,1.0,126.0,2.0,30.0,4.89,4.9,4.99,4.97,4.99,4.92,4.77,f,1,4,3,f,t,2,39,3823,-0.06,-0.6,-0.6599999999999999
39841667,39834464,100,90.0,f,t,t,47.62638,-122.30022,2,1.0,1.0,1.0,103.0,30.0,1125.0,3.71,3.57,4.14,4.86,4.0,4.29,3.86,f,62,5,3,t,t,2,29,2692,-1.07,-2.09,-3.16
39897579,98035103,100,100.0,t,t,t,47.66669,-122.33872,4,1.0,2.0,2.0,146.0,2.0,1125.0,4.96,4.96,4.96,5.0,4.98,4.96,4.93,f,1,5,3,t,t,2,47,2258,-0.17,1.11,0.9400000000000001
39907322,70996371,100,88.0,f,t,f,47.55664,-122.36281,5,1.0,2.0,3.0,150.0,2.0,1125.0,4.97,4.97,4.9,4.9,4.97,4.87,4.93,f,3,5,3,t,t,2,53,2407,1.01,0.57,1.58
39923691,3870331,100,100.0,f,t,t,47.61279,-122.29902,4,1.0,2.0,2.0,177.0,3.0,1125.0,5.0,4.8,4.4,5.0,5.0,5.0,4.8,f,1,5,3,t,t,2,14,3709,-0.3,0.25,-0.04999999999999999
39948923,98049500,100,100.0,t,t,t,47.65437,-122.31183,2,0.0,1.0,1.0,195.0,1.0,86.3,4.72,4.78,4.79,4.88,4.89,4.84,4.68,t,7,5,2,f,t,2,29,2258,2.24,-0.92,1.3200000000000003
39949477,98049500,100,100.0,t,t,t,47.65439,-122.31377,2,1.0,1.0,1.0,235.0,1.0,86.0,4.68,4.72,4.87,4.83,4.89,4.84,4.57,t,7,5,2,f,t,2,32,2258,1.05,-1.02,0.030000000000000027
39949647,98049500,100,100.0,t,t,t,47.65624,-122.31358,3,0.0,1.0,2.0,226.0,1.0,86.3,4.72,4.94,4.89,4.72,4.94,5.0,4.72,t,7,5,2,f,t,2,21,2258,-0.92,-0.49,-1.4100000000000001
39949725,98049500,100,100.0,t,t,t,47.65668,-122.31194,1,0.0,1.0,1.0,189.0,1.0,86.3,4.9,4.89,4.91,4.93,4.93,4.97,4.74,t,7,5,2,f,t,2,27,2258,-0.17,-0.81,-0.9800000000000001
39950187,98049500,100,100.0,t,t,t,47.65513,-122.31401,3,0.0,1.0,2.0,212.0,1.0,86.3,4.72,4.79,4.78,4.77,4.79,4.88,4.64,t,7,5,2,f,t,2,29,2258,0.02,-0.39,-0.37
39975989,39834464,100,90.0,f,t,t,47.6262,-122.3012,2,1.0,1.0,1.0,75.0,30.0,1125.0,3.33,4.0,4.0,4.67,4.33,4.33,4.0,t,62,5,2,t,t,2,32,2692,-1.12,-1.56,-2.68
39976270,39834464,100,90.0,f,t,t,47.62831,-122.30145,2,1.0,1.0,1.0,77.0,30.0,1125.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,t,62,5,2,t,t,2,30,2692,-0.69,-2.09,-2.78
39976966,39834464,100,90.0,f,t,t,47.62783,-122.2999,6,2.0,3.0,4.0,229.0,30.0,1125.0,4.0,4.25,4.5,4.75,5.0,4.5,4.0,t,62,5,3,t,t,2,33,2692,-1.1,-2.09,-3.19
39977257,39834464,100,90.0,f,t,t,47.6283,-122.30136,4,1.0,2.0,3.0,118.0,30.0,365.0,4.27,4.4,4.73,4.87,4.6,4.87,4.33,f,62,5,3,t,t,2,28,2692,-0.95,-1.56,-2.51
39984403,25407483,100,73.0,t,t,t,47.66607,-122.35727,4,1.0,2.0,2.0,300.0,3.5,980.7,4.89,4.94,4.78,4.94,5.0,5.0,4.72,f,2,4,3,t,t,2,62,2902,-0.89,-0.07,-0.96
39994345,218247536,100,100.0,t,t,t,47.53569,-122.27315,4,1.0,1.0,2.0,113.0,2.0,1125.0,5.0,4.97,4.99,5.0,5.0,4.94,4.97,t,1,5,3,t,t,2,62,1531,-0.06,-0.71,-0.77
40011876,39834464,100,90.0,f,t,t,47.62754,-122.30152,6,2.0,3.0,4.0,252.0,30.0,1125.0,3.67,4.33,4.0,5.0,5.0,5.0,4.0,f,62,5,3,t,t,2,29,2692,-1.12,-2.09,-3.21
40012103,39834464,100,90.0,f,t,t,47.62621,-122.3001,4,1.0,2.0,2.0,163.0,30.0,1125.0,3.0,4.5,3.0,5.0,4.0,5.0,3.5,t,62,5,3,t,t,2,30,2692,-1.14,-2.09,-3.2299999999999995
40094089,3198637,100,96.0,t,t,t,47.52903,-122.35833,6,1.0,3.0,3.0,289.0,3.0,1125.0,4.82,4.89,4.74,5.0,4.95,4.84,4.89,f,1,5,3,t,t,2,46,3776,-0.49,1.11,0.6200000000000001
40135417,309736353,100,94.0,f,t,f,47.64024,-122.32553,6,2.5,3.0,3.0,353.0,2.0,1125.0,5.0,5.0,4.9,5.0,5.0,5.0,4.9,f,1,4,3,t,f,2,31,1121,-1.02,-0.71,-1.73
40152140,427090368,0,0.0,f,t,f,47.70397,-122.34809,2,1.0,1.0,1.0,92.0,3.0,1125.0,4.84,4.81,4.99,4.96,4.96,4.77,4.78,f,1,1,3,t,t,1,27,424,-0.05,-0.71,-0.76
40154230,10796075,100,100.0,t,t,t,47.56628,-122.37684,8,2.0,4.0,4.0,194.0,2.0,1125.0,4.87,4.92,4.94,4.91,4.98,4.86,4.91,f,1,5,3,t,t,2,66,3273,0.55,0.36,0.91
40162643,83331742,0,0.0,f,t,f,47.612137,-122.329803,8,1.0,2.0,5.0,194.0,3.0,1125.0,4.86,4.9,4.77,4.88,4.93,4.9,4.81,f,2,1,3,t,t,2,49,2342,0.98,-0.17,0.8099999999999999
40236812,254408545,100,100.0,f,t,f,47.62186,-122.30737,2,1.0,1.0,1.0,128.0,30.0,1125.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,t,1,5,3,t,t,2,36,1341,-1.08,-0.81,-1.8900000000000001
40291017,7435040,100,100.0,f,t,f,47.72426,-122.33398,2,1.0,1.0,1.0,60.0,30.0,1125.0,4.17,4.5,4.33,4.33,4.33,4.17,4.17,t,21,5,2,t,t,2,30,3438,-1.08,1.0,-0.08000000000000007
40293242,1691585,83,90.0,t,t,f,47.58351,-122.37597,4,1.0,1.0,1.0,163.0,1.0,1125.0,4.9,4.95,4.9,4.97,4.96,4.95,4.82,f,1,5,3,t,t,2,25,3964,2.98,-0.92,2.06
40293561,14818123,100,97.0,t,t,t,47.59733,-122.30958,4,1.0,2.0,2.0,142.0,2.0,1125.0,4.92,4.97,4.95,4.97,4.98,4.92,4.92,f,1,5,3,t,f,2,58,3148,0.42,0.15,0.57
40332328,2085820,100,96.0,t,t,t,47.56647,-122.31345,2,1.0,1.0,1.0,75.0,29.0,120.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,4,3,t,t,2,54,3900,-1.11,1.11,0.0
40370789,4376788,100,100.0,t,t,t,47.67772,-122.36829,4,1.0,2.0,2.0,153.0,1.3,1125.0,4.86,4.92,4.95,4.95,4.94,4.93,4.76,t,5,5,3,t,t,2,43,3651,0.97,-0.49,0.48
40373705,87816533,80,98.0,t,t,f,47.60443,-122.30846,2,1.0,1.0,1.0,125.0,30.0,1125.0,4.92,5.0,4.82,4.94,4.98,5.0,4.98,t,2,5,3,t,t,3,31,2320,0.41,0.47,0.8799999999999999
40375573,271793923,100,75.0,f,t,f,47.66125,-122.33274,2,1.0,0.0,1.0,70.0,30.0,1125.0,4.8,4.87,4.53,4.87,4.93,5.0,4.6,f,3,5,3,f,t,3,25,1262,-0.96,0.36,-0.6
40377483,59411393,100,100.0,t,t,t,47.61866,-122.30203,5,1.0,2.0,2.0,228.0,1.0,1125.0,4.88,4.95,4.73,4.97,4.98,4.89,4.83,t,4,5,3,t,t,1,34,2486,0.67,0.04,0.7100000000000001
40400915,12171359,100,100.0,t,t,f,47.61492,-122.34712,2,1.0,0.0,1.0,179.0,3.0,1125.0,4.94,4.97,4.9,4.92,4.92,4.95,4.89,t,2,5,3,t,t,2,52,3223,1.47,0.57,2.04
